Name,Team,Competition,Minutes,Primary Position,Age,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Assists,xG Assisted,Key Passes,Scoring Contribution,Dribbles,Successful Dribbles,Dispossessed,PAdj Interceptions,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Ball Recov. F2,Ball Recoveries,PAdj Tackles,PAdj Tack&Int,Dribbles Stopped%,Aerial Win%,OP Passes,Passing%,xGBuildup,Carries,Carry%,Carry Length,OP F3 Passes,OP Passes Into Box,Touches In Box,PinTin,Throughballs,Successful Crosses,Crossing%,Pass OBV,D&C OBV,DA OBV,Shot OBV,OBV
Arash Motaraghebjafarpour,Kalmar,Allsvenskan,1496,Full Back,21,0,0.06,0.07,0.96,0,19,1,0.06,0.03,0.42,0.06,0.78,0.54,0.96,1.59,3.1,19.49,9.99,0.03,4.39,2.83,8.3,2.49,4.08,47,50,46.99,82,0.37,40.01,96,3.75,7.4,0.54,2.11,2.65,0,0.36,26,0.05,0.04,0.09,-0.06,0.12
Freddy Roland Winsth,Värnamo,Allsvenskan,1433,Full Back,34,0,0,0.03,0.06,0,0,0,0,0.05,0.75,0,0.19,0.06,0.44,0.49,1.49,17.21,9.23,0.02,4.46,4.33,9.61,1.68,2.17,66,44,41.95,76,0.44,32.72,96,3.7,11.12,0.82,1.07,1.88,0.06,0.13,13,0.15,0.05,-0.03,0,0.17
Valgeir Lunddal Fridriksson,Häcken,Allsvenskan,745,Full Back,23,0.36,0.18,0.17,1.09,33,67,1,0.12,0.07,1.09,0.48,0.6,0.12,0.73,1.74,1.13,12.93,5.2,0.06,2.42,2.66,7.13,2.32,4.05,55,46,45.57,84,0.63,43.16,94,4.92,14.51,0.85,2.9,3.75,0.12,0.36,25,0.08,0.12,0.06,0.1,0.37
Colin Rösler,Malmö FF,Allsvenskan,1037,Centre Back,24,0,0,,0,,,0,0,0.01,0.17,0,0.09,0,0.17,1.7,3.26,7.46,2.69,0.06,2.6,2.34,8.42,1.12,2.82,80,50,61.34,90,0.44,52.31,100,4.91,8.68,0.09,0.17,0.26,0,0.09,25,0.08,0.06,-0.01,,0.12
Henrik Castegren,Sirius,Allsvenskan,2753,Centre Back,28,0.03,0.05,0.08,0.62,5,21,0,0.07,0.06,0.75,0.1,0.42,0.26,0.26,2.06,3.25,15.2,8.04,0.05,4.28,2.52,8.37,1.99,4.05,56,60,59.5,86,0.53,49.66,98,3.62,11.08,0.75,1.54,2.29,0.13,0.33,30,0.18,0.04,0.08,-0.03,0.27
Patrick Nwadike,Sirius,Allsvenskan,1669,Centre Back,26,0,0.05,0.08,0.65,0,8,0,0,0,0,0,0.38,0.27,0.27,2.33,5.94,11.11,4.69,0.09,4.1,1.89,8.84,1.57,3.89,64,65,50.08,90,0.41,42.86,98,4.94,2.7,0.11,1.29,1.4,0,0,,0.04,0.04,-0.01,-0.06,0.01
Axel Norén,GAIS,Allsvenskan,2490,Centre Back,25,0.07,0.04,0.07,0.51,14,21,0,0,0.02,0.18,0.07,0.36,0.29,0.14,1.05,3.25,11.35,6.07,0.07,4.27,2.75,10.99,1.3,2.35,49,63,42.76,85,0.43,31.3,99,4.46,3.33,0.22,1.37,1.59,0,0.07,50,0.05,0.05,0.03,-0.02,0.1
Edvin Kurtulus,Hammarby,Allsvenskan,999,Centre Back,24,0.09,0.08,0.13,0.63,14,29,0,0.09,0.06,0.18,0.18,0.72,0.72,0.63,1.56,6.02,10.9,5.85,0.07,3.15,2.43,10.27,2.54,4.1,73,63,70.24,89,0.33,61.32,99,4.05,7.47,0.27,0.99,1.26,0.18,0,0,0.1,0.06,0.02,-0.01,0.16
Ibrahima Breze Fofana,Hammarby,Allsvenskan,831,Centre Back,22,0,0.03,0.05,0.65,0,0,0,0,0.01,0.33,0,0.43,0.33,0.54,1.36,5.54,13.11,6.61,0.04,4.66,3.36,9.86,2.92,4.28,70,67,54.71,87,0.41,48.43,98,5.51,6.18,0.11,1.41,1.52,0,0.11,13,0.04,0.03,0.07,-0.04,0.1
Sebastian Holmén,Elfsborg,Allsvenskan,2144,Centre Back,32,0.08,0.03,0.07,0.46,18,36,0,0.04,0.03,0.25,0.13,0.21,0.17,0.17,0.66,2.25,10.54,5.79,0.05,3.9,2.48,8.27,1.7,2.36,50,64,42.22,85,0.31,33.54,99,4.44,6,0.5,1.09,1.59,0.13,0.13,38,0.08,0.04,0.07,0,0.18
Ibrahim Buhari,Elfsborg,Allsvenskan,1279,Centre Back,23,0,0.06,0.09,0.63,0,11,0,0.07,0.04,0.21,0.07,0.14,0.14,0,0.98,4.4,13.65,7.74,0.07,4.85,3.38,11.82,1.52,2.5,62,69,38.84,80,0.37,28.63,99,4.03,3.87,0.28,1.83,2.11,0.14,0.07,50,0.1,0.04,0.04,-0.04,0.14
Johan Hammar,Häcken,Allsvenskan,942,Centre Back,30,0,0.05,0.1,0.48,0,20,0,0,0,0.19,0,0.1,0.1,0.38,1.31,6.74,9.84,4.87,0.06,4.59,2.2,9.75,1.9,3.21,45,70,64.51,90,0.54,50.84,99,5.35,8.12,0.1,1.53,1.62,0,0.1,50,0.02,0.04,0.11,-0.04,0.13
Gabriel Wallentin,Halmstad,Allsvenskan,2311,Centre Back,23,0.08,0.07,0.15,0.47,17,25,0,0,0.01,0.08,0.08,0.19,0.16,0.12,0.48,3.35,7.05,3.86,0.05,3.04,1.83,7.13,0.39,0.87,42,53,40.93,78,0.24,32.83,99,2.89,2.65,0.19,1.36,1.56,0,0.04,11,0.05,0.03,0.06,-0.01,0.13
Rasmus Wikström,Mjällby,Allsvenskan,2012,Centre Back,23,0.04,0.03,0.08,0.36,13,13,0,0,0.04,0.36,0.04,0.36,0.13,0.04,1.17,4.61,10.06,4.52,0.08,3.18,2.55,8.9,1.69,2.86,75,70,44.1,80,0.47,35.65,99,3.94,6.75,0.63,1.21,1.83,0.04,0.22,56,0.11,0.05,0.02,-0.03,0.16
Alexander Milosevic,AIK,Allsvenskan,1133,Centre Back,32,0,0.02,0.04,0.4,0,0,0,0,0.02,0.24,0,0,0,0.16,1.3,4.93,8.18,4.45,0.06,2.7,2.78,11.91,0.92,2.22,75,62,49.87,83,0.43,36.21,99,4.34,4.76,0.16,1.67,1.83,0,0,0,0.05,0.06,0.02,-0.03,0.11
Miro Tenho,Djurgården,Allsvenskan,2280,Centre Back,29,0.04,0.06,0.09,0.67,6,18,0,0,0.02,0.16,0.04,0.04,0.04,0.08,1.04,4.43,9.55,4.5,0.07,3.12,1.93,8.6,1.29,2.34,73,74,48.55,87,0.46,36.23,99,4.09,4.82,0.2,1.38,1.58,0.04,0,0,0.05,0.03,0.03,-0.03,0.08
Even Hovland,Häcken,Allsvenskan,2038,Centre Back,35,0.04,0.06,0.08,0.84,5,26,0,0,0.02,0.31,0.04,0,0,0.04,1.4,5.17,7.11,3.49,0.1,4.15,2.08,9.98,1.61,3.02,45,75,57.19,88,0.41,43.63,100,4.36,8.48,0.09,1.9,1.99,0,0.09,50,0.12,0.05,0.1,-0.03,0.24
Joseph Amadeus Sögaard,Norrköping,Allsvenskan,1021,Centre Back,26,0,0.01,0.08,0.09,0,0,0,0,0.01,0.18,0,0,0,0.35,0.75,5.3,9.35,4.32,0.06,3.26,1.85,7.94,1.66,2.41,83,61,49.03,84,0.35,42.59,99,5.64,4.23,0.09,0.35,0.44,0,0.09,100,0.05,0.08,0.1,-0.01,0.22
Anton Eriksson,Norrköping,Allsvenskan,1798,Centre Back,24,0,0.02,0.08,0.25,0,0,0,0,0.05,0.3,0,0.25,0.15,0.45,0.97,4.07,9.86,5.8,0.06,3.65,2.35,8.46,1.25,2.22,47,53,49.79,87,0.29,41.79,98,4.4,4.55,0.15,1,1.15,0,0.05,20,0.07,0.04,0.08,-0.02,0.16
Isak Ssewankambo,Norrköping,Allsvenskan,929,Centre Back,28,0,0.03,0.09,0.29,0,33,0,0.1,0.02,0.39,0.1,0.39,0.19,0.87,1.03,2.25,17.54,9.3,0.04,4.36,3.2,6.98,1.92,2.96,64,43,48.85,88,0.53,42.16,97,3.37,6.59,0.19,0.68,0.87,0,0,0,0.04,0.04,0.05,0.01,0.15
Gustav Svensson,IFK Göteborg,Allsvenskan,2994,Centre Back,37,0.06,0.06,0.1,0.6,10,40,0,0.03,0.01,0.24,0.09,0.12,0.06,0.27,0.58,3.66,7.19,3.4,0.08,3.52,2.31,10.1,0.96,1.54,52,56,45.49,88,0.38,34.09,99,4.22,4.81,0.15,1.56,1.71,0.06,0.03,25,0.06,0.02,0.06,-0.03,0.11
Rony Jansson,Kalmar,Allsvenskan,932,Centre Back,20,0,0.01,0.13,0.1,0,0,0,0,0.01,0.19,0,0.68,0.48,0.29,1.71,3.1,15.74,7.24,0.02,4.54,2.41,7.44,1.54,3.25,43,36,54.86,86,0.38,48.59,98,3.5,8.02,0.39,0.48,0.87,0,0.1,14,0.04,0.04,0.04,0,0.12
Melker Hallberg,Kalmar,Allsvenskan,2184,Centre Back,29,0.12,0.05,0.06,0.91,14,32,1,0.08,0.11,1.2,0.21,0.54,0.37,0.58,0.82,2.37,17.43,10.1,0.02,3.79,3.17,7.62,1.39,2.21,49,52,44.67,80,0.46,36.72,96,3.81,10.34,1.4,1.36,2.76,0.08,0.66,35,0.17,0.06,0.05,-0.03,0.26
Pontus Jansson,Malmö FF,Allsvenskan,2559,Centre Back,33,0.04,0.05,0.07,0.7,5,25,0,0,0.04,0.28,0.04,0.25,0.18,0.21,1.91,8.33,6.01,3.06,0.08,3.45,2.39,10.69,0.91,2.82,50,80,60.35,91,0.58,47.34,99,3.1,3.73,0.04,2.67,2.71,0,0.04,50,0.05,0.04,0,-0.02,0.06
Victor Larsson,Värnamo,Allsvenskan,2752,Centre Back,24,0.07,0.04,0.1,0.43,15,31,0,0,0.04,0.52,0.07,0.46,0.2,0.59,1.07,2.52,15.11,8.44,0.03,4.35,2.91,9.55,1.58,2.64,69,52,53.11,84,0.45,45.55,97,5.03,9.65,0.75,2.03,2.78,0.03,0.23,32,0.06,0.07,0.05,0,0.19
Eric Björkander,Brommapojkarna,Allsvenskan,820,Centre Back,28,0,0.04,0.12,0.33,0,0,0,0,0,0,0,0,0,0.11,0.89,4.36,7.68,3.62,0.07,2.41,1.32,6.26,0.62,1.51,50,64,42.37,83,0.42,34.03,100,3.83,2.41,0.11,0.66,0.77,0,0,0,0.04,0.02,0.12,-0.04,0.14
Mikael Josh Marques de Pombal Vivar,Västerås SK,Allsvenskan,1114,Centre Back,23,0,0.06,0.07,0.89,0,36,0,0,0.03,0.32,0,0.32,0.24,0.4,1.27,3.46,14.05,6.46,0.08,4.77,4.93,12.84,1.4,2.68,46,54,53.55,89,0.71,44.26,99,5.34,8.89,0.24,1.86,2.1,0.08,0,0,0.08,0.09,0.1,-0.07,0.21
Gustav Granath,Västerås SK,Allsvenskan,1495,Centre Back,27,0,0.04,0.07,0.6,0,50,0,0,0.04,0.48,0,0.54,0.36,0.24,1.65,4.42,11.86,5.42,0.06,4.39,3.61,11.14,1.86,3.51,64,69,50.69,84,0.41,40.93,99,4.01,10.47,0.66,2.05,2.71,0,0.24,40,0.12,0.05,0.07,0,0.23
Herman Magnusson,Västerås SK,Allsvenskan,1620,Centre Back,26,0.06,0.04,0.05,0.67,8,17,0,0,0.01,0.39,0.06,0.17,0.17,0.56,2.5,2.15,15.27,7.78,0.04,5.44,4.22,11.33,3.1,5.6,58,45,66.37,86,0.64,54.27,99,2.91,14.22,0.56,0.61,1.17,0.11,0.22,22,0.14,0.05,0.09,-0.03,0.26
Lars Saetra,Kalmar,Allsvenskan,2631,Centre Back,33,0.1,0.07,0.11,0.58,18,59,0,0.03,0.03,0.27,0.14,0.14,0.07,0.1,0.68,4.35,6.3,3.32,0.07,2.74,2.05,10.43,0.79,1.47,35,76,56.52,89,0.35,43.96,99,3.69,3.69,0.14,1.33,1.47,0,0.03,33,0.05,0.06,0.07,0.02,0.2
Michael Steinwender,Värnamo,Allsvenskan,1536,Centre Back,24,0.06,0.07,0.1,0.76,8,15,0,0,0.01,0.23,0.06,0.18,0.06,0,2.45,5.57,10.73,5.86,0.09,3.81,2.52,12.66,1.07,3.52,67,76,59.37,87,0.34,44.9,99,4.42,3.63,0.06,2.05,2.11,0,0.06,50,0.04,0.04,0.07,-0.05,0.1
Alexander Abrahamsson,Brommapojkarna,Allsvenskan,2407,Centre Back,25,0,0.01,0.04,0.19,0,0,0,0.04,0.02,0.19,0.04,0.19,0.07,0.34,1.97,4.98,12.08,6.54,0.06,4.34,3.07,10.39,1.51,3.48,64,69,68.53,85,0.52,58.36,99,4.53,6.36,0.49,0.11,0.6,0.07,0.04,50,0.12,0.06,0.12,-0.01,0.28
Viktor Granath,Halmstad,Allsvenskan,697,Centre Forward,30,0.26,0.1,0.19,0.52,50,50,2,0.13,0.01,0.26,0.39,1.29,0.52,0.78,0.02,0.1,27.65,16.02,0.02,2.71,2.46,4.26,0.2,0.22,0,38,16.41,55,0.31,10.98,68,3.39,2.97,0,2.33,2.33,0,0,0,-0.09,-0.03,0.04,0.06,-0.02
Blair Turgott,Halmstad,Allsvenskan,661,Centre Forward,30,0.14,0.17,0.08,2.04,7,40,6,0,0.03,0.54,0.14,1.36,0.82,3.27,0.28,0.25,31.86,18.11,0.02,2.59,2.72,4.08,0.14,0.42,0,14,12.66,76,0.11,18.24,69,6.8,4.63,0,4.9,4.9,0,0.14,50,-0.03,-0.02,0.02,-0.1,-0.13
Omar Faraj,AIK,Allsvenskan,805,Centre Forward,22,0.11,0.19,0.07,2.68,4,29,4,0.22,0.2,2.12,0.34,2.24,1.45,2.68,0.3,0.66,25.15,10.06,0,4.58,4.02,6.26,1.76,2.06,43,37,24.03,72,0.56,30.41,78,5.77,9.84,1.12,3.47,4.58,0.34,0,0,0.01,0.09,0.03,-0.07,0.06
Gustav Engvall,Värnamo,Allsvenskan,2144,Centre Forward,28,0.13,0.23,0.11,2.06,6,33,4,0.13,0.12,0.92,0.25,2.81,1.26,2.48,0.32,0.34,21.71,10.96,0,3.65,3.19,6.17,0.89,1.21,58,22,19.57,74,0.44,27.16,77,6.08,7.31,0.71,4.7,5.42,0.04,0.17,24,-0.03,0.14,0.01,-0.01,0.12
Simon Thern,Värnamo,Allsvenskan,1808,Defensive Midfielder,32,0.15,0.1,0.09,1.09,14,36,1,0.05,0.13,1.59,0.2,1.34,0.5,1.19,0.73,0.52,19.21,11.1,0.01,4.18,2.89,5.57,0.5,1.23,46,33,39.22,72,0.36,35.43,91,5.19,11.1,1.24,2.34,3.58,0.35,0.95,38,0.07,0.05,0,-0.01,0.11
Amane Romeo,Häcken,Allsvenskan,2305,Defensive Midfielder,21,0.04,0.06,0.05,1.21,3,23,1,0.12,0.16,1.44,0.16,2.34,1.48,2.07,1.94,0.87,19.05,9.92,0.03,4.84,4.53,9.14,2.64,4.57,42,36,51.77,87,0.52,50.95,91,5.58,17.69,1.33,2.23,3.55,0.27,0.08,20,0.01,0.09,0.08,-0.06,0.13
Malick Yalcouyé,IFK Göteborg,Allsvenskan,1050,Defensive Midfielder,19,0.09,0.07,0.07,1.03,8,42,1,0,0.04,1.2,0.09,2.74,1.46,3.34,1.64,0.72,23.74,11.91,0,5.74,6.17,10.71,2.66,4.3,44,30,43.45,85,0.45,48.25,87,6.68,14.14,0.94,2.23,3.17,0,0.26,14,-0.02,0.2,0.03,0,0.2
Abdussalam Magashy,Kalmar,Allsvenskan,1161,Defensive Midfielder,26,0.08,0.14,0.16,0.85,9,55,1,0.08,0.06,0.78,0.16,2.4,1.32,2.09,1.13,0.77,31.24,16.82,0.01,5.5,4.42,10.16,1.55,2.68,42,29,32.56,83,0.43,33.18,88,6.3,10.54,0.93,1.94,2.87,0,0.08,25,-0.01,0.11,0.06,0.08,0.25
Lasse Berg Johnsen,Malmö FF,Allsvenskan,2550,Defensive Midfielder,25,0.07,0.07,0.04,1.55,5,27,1,0.18,0.09,1.24,0.25,0.6,0.46,1.02,1.75,1.54,17.93,9.21,0.04,5.01,5.82,10.76,3.23,4.97,56,53,83.86,92,0.78,72.6,98,4.02,21.71,1.31,1.24,2.54,0.04,0.25,47,0.06,0.11,0.06,-0.05,0.19
Oliver Berg,Malmö FF,Allsvenskan,1060,Defensive Midfielder,31,0,0.08,0.07,1.1,0,23,1,0.34,0.13,1.44,0.34,0.68,0.17,1.19,0.98,0.7,20.47,10.53,0.03,4.59,5.44,8.66,2.12,3.1,36,35,47.73,86,0.78,42.55,94,3.89,18.6,1.53,4.33,5.86,0.08,0.08,7,-0.01,0.09,0.03,-0.03,0.08
Albin Ekdal,Djurgården,Allsvenskan,766,Defensive Midfielder,35,0,0.04,0.07,0.59,0,20,1,0.12,0.1,0.59,0.12,0.59,0.35,1.06,1.79,2.02,25.6,14.09,0.03,7.05,4.58,9.86,2.59,4.39,57,65,37.22,78,0.45,27.95,93,4.64,7.98,0.47,2.47,2.94,0.12,0.12,50,-0.01,0.08,0.02,-0.06,0.02
Leo Walta,Sirius,Allsvenskan,2722,Defensive Midfielder,21,0.2,0.08,0.04,1.92,10,28,1,0.1,0.11,1.39,0.3,1.12,0.56,1.45,1.47,0.75,20.7,10.48,0.01,4.27,4,8.3,1.8,3.27,41,34,57.93,83,0.61,54.96,94,4.55,14.62,1.22,0.99,2.22,0.07,0.4,23,0.12,0.07,0.03,-0.02,0.21
Jonathan Svedberg,Halmstad,Allsvenskan,2646,Defensive Midfielder,25,0.07,0.02,0.04,0.51,13,27,0,0.03,0.05,0.68,0.1,0.41,0.2,0.54,0.43,0.77,28.91,16.97,0.03,4.83,5.24,10.44,1.16,1.58,42,44,39.65,77,0.25,30.37,97,3.55,7.24,0.41,0.51,0.92,0.07,0.17,16,0.09,0.06,0,0,0.15
Jesper Gustavsson,Mjällby,Allsvenskan,2801,Defensive Midfielder,30,0,0.01,0.03,0.19,0,17,0,0,0.02,0.45,0,0.39,0.19,0.67,1.75,1.99,21.27,10.89,0.06,5.01,5.88,13.37,2.6,4.35,49,49,46.47,84,0.39,33.81,96,3.34,8.32,0.45,0.19,0.64,0,0.06,100,0.04,0.05,0.04,0,0.13
Anton Salétros,AIK,Allsvenskan,2534,Defensive Midfielder,28,0.11,0.05,0.04,1.1,10,32,1,0.07,0.12,1.71,0.18,0.92,0.53,0.89,1.33,1.15,29.23,17.01,0.02,5.93,4.69,9.45,2.55,3.88,52,57,52.78,81,0.45,44.79,96,4.86,15.52,1.67,1.14,2.81,0.07,0.46,25,0.15,0.07,0.04,-0.03,0.23
Fredrik Hammar,Hammarby,Allsvenskan,1612,Defensive Midfielder,23,0,0.02,0.03,0.73,0,15,0,0,0.02,0.56,0,0.67,0.45,1.12,2,3.3,27.91,14.29,0.04,8.21,5.42,12.73,5.76,7.76,60,71,59.45,86,0.38,51.53,96,3.13,13.01,0.45,0.45,0.89,0,0.06,17,0.04,0.09,0.01,-0.03,0.11
Markus Karlsson,Hammarby,Allsvenskan,1717,Defensive Midfielder,20,0,0.04,0.08,0.47,0,22,0,0.16,0.07,1.15,0.16,0.68,0.26,0.94,1.39,2.14,25.21,13.42,0.01,5.29,5.03,8.44,2.36,3.75,63,53,51.67,90,0.48,44.6,95,4.16,16.66,0.37,1.62,1.99,0,0.31,46,0.01,0.09,0.02,-0.02,0.11
Besfort Zeneli,Elfsborg,Allsvenskan,1331,Defensive Midfielder,22,0.07,0.11,0.06,1.69,4,28,2,0.14,0.2,1.69,0.2,4.06,1.96,2.03,0.94,0.26,29.28,16.7,0.03,4.39,5.75,10.01,1.8,2.74,42,53,38.13,76,0.64,41.58,86,5.81,11.76,0.88,3.38,4.26,0.14,0.47,24,0.17,0.1,0.02,-0.05,0.24
Timothy Ouma,Elfsborg,Allsvenskan,1570,Defensive Midfielder,20,0.06,0.04,0.04,1.15,5,20,1,0.11,0.04,0.92,0.17,2.12,1.43,1.32,1.11,0.95,25.06,14.28,0.01,4.41,6.59,12.33,1.61,2.72,53,46,34,79,0.48,31.53,91,5.12,9.46,0.8,0.57,1.38,0.23,0.11,14,0.02,0.12,0.13,-0.03,0.23
Samuel Ruben Leach Holm,Djurgården,Allsvenskan,1024,Defensive Midfielder,27,0.18,0.05,0.03,1.67,11,32,1,0.18,0.09,1.58,0.35,0.35,0.26,0.97,2.4,1.35,19.94,10.37,0.01,5.18,6.15,10.37,2.43,4.84,50,67,72.83,80,0.44,60.79,97,3.94,16.34,1.14,0.97,2.11,0.09,0.7,30,0.09,0.09,0.03,-0.05,0.15
Arnór Ingvi Traustason,Norrköping,Allsvenskan,2397,Defensive Midfielder,31,0.23,0.11,0.06,1.84,12,33,2,0.04,0.09,1.09,0.26,1.5,0.79,1.35,1.06,1.62,20.95,12.47,0.05,4.54,4.28,8.04,1.63,2.69,41,43,39.2,77,0.34,36.8,92,4.3,9.61,0.98,2.25,3.23,0.04,0.6,33,0.07,0.07,0.11,0,0.26
Robert Gojani,Kalmar,Allsvenskan,2121,Defensive Midfielder,32,0.04,0.05,0.06,0.76,6,6,1,0,0.03,0.68,0.04,0.98,0.47,0.81,1.11,1.4,19.56,11.75,0.03,3.35,4.07,8.02,2.18,3.29,40,21,46.71,85,0.4,39.5,96,4.45,9.63,0.42,0.68,1.1,0.25,0.21,42,0.04,0.07,0.05,-0.01,0.15
Romário Pereira Sipião,Kalmar,Allsvenskan,2027,Defensive Midfielder,39,0,0.03,0.04,0.89,0,35,0,0.04,0.02,0.22,0.04,1.42,0.93,1.24,1.31,2.33,18.56,9.81,0.03,3.77,5.11,10.57,2.33,3.64,61,59,48.41,87,0.33,44.94,94,4.06,9.37,0.53,0.62,1.15,0,0,0,0.01,0.09,0,-0.01,0.09
Sergio Peña,Malmö FF,Allsvenskan,1524,Defensive Midfielder,29,0.06,0.08,0.04,2.07,3,26,1,0.12,0.15,0.94,0.18,0.94,0.53,1.59,2.16,0.99,21.91,10.69,0.01,6.79,5.91,10.93,5.75,7.91,51,47,86.82,87,0.79,75.72,97,2.97,20.61,1.36,1.83,3.19,0.12,0.47,33,0.18,0.1,0.04,-0.06,0.26
Luke Le Roux,Värnamo,Allsvenskan,1263,Defensive Midfielder,24,0.07,0.05,0.08,0.64,11,11,1,0,0.05,1,0.07,0.57,0.21,0.78,1.02,1.35,24.66,14.11,0.04,5.27,4.99,9.55,2.64,3.66,57,50,45.61,89,0.37,36.63,96,2.9,10.48,0.5,0.71,1.21,0,0.21,50,0.06,0.04,0.08,0.02,0.2
Wenderson Oliveira do Nascimento,Värnamo,Allsvenskan,2655,Defensive Midfielder,25,0.03,0.05,0.04,1.15,3,9,1,0.03,0.06,0.85,0.07,1.86,1.02,1.63,0.86,1.52,23.87,13.05,0.03,5.12,4.71,9.73,2.44,3.31,58,37,42.68,85,0.49,41.46,92,5.92,9.76,0.58,0.81,1.39,0.03,0.14,33,0.01,0.08,0.06,-0.05,0.1
Daniel Ask,Västerås SK,Allsvenskan,1532,Defensive Midfielder,26,0,0.05,0.06,0.82,0,29,1,0.06,0.12,1.7,0.06,0.94,0.53,0.94,0.86,1,18.51,10.1,0,3.58,4.35,7.93,0.89,1.75,33,28,53.4,81,0.49,46.18,95,4.96,17.68,1.53,2.11,3.64,0.12,0.7,27,0.19,0.07,0.06,-0.03,0.28
Marcus Linday,Västerås SK,Allsvenskan,2623,Defensive Midfielder,21,0,0.04,0.07,0.65,0,21,0,0,0.04,0.96,0,0.93,0.51,1.37,1.68,1.16,26.49,14.52,0.01,6.42,7.07,12.04,3.67,5.35,50,32,54.08,91,0.57,48.76,95,6.41,15.37,0.65,1.2,1.85,0.03,0.14,31,0.02,0.12,0.06,-0.01,0.19
Ludvig Fritzson,Brommapojkarna,Allsvenskan,2763,Defensive Midfielder,29,0.13,0.16,0.1,1.63,8,36,2,0.1,0.05,0.75,0.23,0.72,0.39,1.11,1.03,2.63,23.65,12.7,0.07,5.8,3.49,9.28,1.95,2.98,47,57,29.67,78,0.45,23.13,91,5.2,7.36,0.42,4.66,5.08,0,0.1,25,-0.02,0.07,0.1,-0.06,0.09
Gísli Eyjólfsson,Halmstad,Allsvenskan,1691,Winger,30,0.05,0.13,0.1,1.28,4,21,2,0.11,0.06,0.64,0.16,1.92,0.85,1.54,0.65,0.38,20.33,10.43,0.01,3.35,3.83,8.67,1.02,1.66,27,44,23.41,77,0.25,22.78,83,4.69,6.55,0.8,1.6,2.39,0.11,0.48,47,0.06,0.04,0.05,-0.05,0.1
Taha Ayari,AIK,Allsvenskan,729,Winger,19,0,0.09,0.08,1.11,0,22,2,0.37,0.2,0.99,0.37,3.46,1.48,2.22,0.96,0.84,30.12,16.05,0,6.3,4.69,8.52,1.96,2.92,56,26,26.42,74,0.51,32.22,79,5.02,9.26,1.36,2.84,4.2,0.12,0,0,0.02,0.05,0.06,-0.08,0.05
Rui Modesto,AIK,Allsvenskan,1875,Winger,25,0.29,0.19,0.11,1.68,17,31,2,0.29,0.15,1.68,0.58,1.1,0.53,1.73,0.58,1.03,16.66,6.72,0.02,2.64,3.31,6.1,1.58,2.16,50,35,28.28,71,0.48,27.32,87,4.39,11.76,1.3,6.87,8.16,0,1.1,37,0.02,0.08,0.01,0.01,0.13
Frank Junior Adjei,Värnamo,Allsvenskan,1822,Winger,20,0,0.07,0.05,1.43,0,24,2,0.2,0.11,1.53,0.2,3.85,1.98,1.88,0.37,0.58,20.8,9.98,0.02,3.31,4.1,7.61,1.56,1.93,50,9,34.19,69,0.41,39.18,86,6.61,11.41,1.83,1.93,3.76,0.4,0.59,18,0.11,0.16,0.02,-0.05,0.24
Carl Johansson,Värnamo,Allsvenskan,733,Winger,26,0.12,0.12,0.07,1.72,7,14,2,0.12,0.12,1.23,0.25,2.95,1.35,3.93,1.28,2.11,25.04,12.52,0.01,4.05,5.77,9.45,1.25,2.53,33,47,31.3,73,0.39,36.21,80,6.74,12.89,1.1,5.4,6.5,0,0.74,33,0.09,0.14,0.02,-0.07,0.17
Søren Rieks,Malmö FF,Allsvenskan,847,Winger,37,0.32,0.16,0.08,2.02,16,42,2,0.11,0.1,0.96,0.43,1.7,0.85,1.91,0.64,0.43,15.09,5.74,0.02,2.55,3.83,5.85,1.43,2.07,38,36,33.26,80,0.53,31.24,86,4.34,13.71,2.02,5.63,7.65,0.11,0.43,40,0.05,0.05,0.01,0.04,0.14
Gustav Wikheim,Djurgården,Allsvenskan,1365,Winger,31,0.13,0.2,0.14,1.38,10,24,2,0.2,0.14,1.05,0.33,4.48,2.24,2.77,0.41,0.05,19.25,9.16,0,2.24,3.1,5.47,1.41,1.82,23,28,20.96,72,0.34,29.34,76,7.61,10.42,1.32,4.15,5.47,0,0.53,22,0.08,0.08,0.02,-0.09,0.09
Oskar Fallenius,Djurgården,Allsvenskan,1295,Winger,23,0.14,0.14,0.09,1.46,10,33,2,0.14,0.09,1.11,0.28,2.71,1.6,2.29,1.08,1.01,30.29,16.47,0,5.63,4.03,7.85,1.88,2.96,40,43,25.98,73,0.38,30.57,79,6.74,11.74,1.11,4.45,5.56,0.14,0.69,37,-0.01,0.09,0.02,0.03,0.13
Santeri Haarala,Djurgården,Allsvenskan,807,Winger,25,0.11,0.37,0.12,3.12,4,43,5,0.22,0.17,2.12,0.33,3.24,0.89,1.67,0.38,0,29,13.16,0.02,5.13,4.69,7.25,1.36,1.75,33,27,29.67,65,0.66,34.47,84,5.3,12.05,1,8.14,9.15,0.11,0.56,23,-0.01,0.11,0.14,0.03,0.27
Haris Radetinac,Djurgården,Allsvenskan,633,Winger,39,0,0.07,0.1,0.71,0,20,1,0.14,0.1,1.42,0.14,0.85,0.71,1.14,0.92,0.82,21.17,9.52,0.05,3.55,2.7,6.25,1.78,2.7,50,44,31.97,76,0.35,27.99,92,4.48,11.08,0.57,3.98,4.55,0.14,0.14,13,-0.04,0.06,0.16,0.05,0.23
